feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
KEGG124	ST	1290	0.987956356131712	0.0068811183559576	1346	1346	0	0
KEGG124	ST	15	0.994804128507479	0.00345194901477458	1346	1346	0	0
KEGG124	ST	398	1.00527475029917	0.0090519439267593	1346	1346	0	0
KEGG40	ST	8	-0.262946179283801	0.00317181151839802	1346	1346	1.19319629109652e-210	4.59082272999384e-208
KEGG40	ST	15	-0.266088957488977	0.00289541701066013	1346	1346	2.30412478032844e-193	7.09209607385093e-191
KEGG40	ST	582	-0.270711342490218	0.00452149073667303	1346	1346	5.71711339973526e-169	1.4664395870321e-166
KEGG124	ST	188	0.987616010107004	0.0239759254648854	1346	1346	1.72004606004615e-96	3.78164412344433e-94
KEGG124	ST	582	0.986100322766012	0.023950918088108	1346	1346	3.25173051179512e-96	6.25551657206587e-94
KEGG124	ST	109	0.982659152605491	0.0335347277944317	1346	1346	5.36623382822232e-72	9.17625984626017e-70
KEGG124	ST	121	0.975967386126177	0.0409012472328781	1346	1346	1.17069780974311e-58	1.80170392919465e-56
KEGG61	ST	121	0.203348332092683	0.0132524898833908	1346	1346	1.67177428724394e-35	2.33896420733494e-33
KEGG64	ST	1290	-0.265741289366078	0.0237994128857962	1346	1346	1.43668955249126e-27	1.84255435107005e-25
KEGG64	ST	15	-0.108645344721623	0.0115388689744689	1346	1346	2.84961249888439e-20	3.37350279675621e-18
